year,pmid,author,coauthor,apid,cpid
2011-01-06T00:00:00,21377805,Dean G. Kilpatrick,Kristyn  Zajac,2443,2486
2011-01-06T00:00:00,21377805,Dean G. Kilpatrick,Michael R. Mccart,2443,2622
2011-01-06T00:00:00,21377805,Dean G. Kilpatrick,Jenna L. Mccauley,2443,2623
2011-01-06T00:00:00,21377805,Dean G. Kilpatrick,Heidi S Resnick,2443,2879
2011-01-06T00:00:00,21377805,Dean G. Kilpatrick,Alyssa A. Rheingold,2443,2885
2011-01-06T00:00:00,21377805,Dean G. Kilpatrick,Kenneth J. Ruggiero,2443,2926
2011-01-06T00:00:00,21377805,Dean G. Kilpatrick,Benjamin E. Saunders,2443,2955
2011-01-06T00:00:00,21377805,Dean G. Kilpatrick,Daniel W. Smith,2443,3051
2011-01-06T00:00:00,21377805,Dean G. Kilpatrick,Wendy Anne Muzzy,2443,3766
2011-01-06T00:00:00,21377805,Dean G. Kilpatrick,Melissa E. Milanak,2443,4289
2011-01-06T00:00:00,21377805,Dean G. Kilpatrick,Zachary W. Adams,2443,4300
2011-01-06T00:00:00,21377805,Michael R. Mccart,Phillippe B. Cunningham,2622,2029
2011-01-06T00:00:00,21377805,Michael R. Mccart,Scott W. Henggeler,2622,2293
2011-01-06T00:00:00,21377805,Michael R. Mccart,Kristyn  Zajac,2622,2486
2011-01-06T00:00:00,21377805,Michael R. Mccart,Daniel W. Smith,2622,3051
2011-01-06T00:00:00,21377805,Heidi S Resnick,Ronald E. Acierno,2879,1733
2011-01-06T00:00:00,21377805,Heidi S Resnick,Connie Lee Best,2879,1851
2011-01-06T00:00:00,21377805,Heidi S Resnick,Constance  Guille,2879,1996
2011-01-06T00:00:00,21377805,Heidi S Resnick,Carla K. Danielson,2879,2037
2011-01-06T00:00:00,21377805,Heidi S Resnick,Michael Andrew De Arellano,2879,2050
2011-01-06T00:00:00,21377805,Heidi S Resnick,Rochelle F. Hanson,2879,2261
2011-01-06T00:00:00,21377805,Heidi S Resnick,Dean G. Kilpatrick,2879,2443
2011-01-06T00:00:00,21377805,Heidi S Resnick,Jerome E Kurent,2879,2490
2011-01-06T00:00:00,21377805,Heidi S Resnick,Jenna L. Mccauley,2879,2623
2011-01-06T00:00:00,21377805,Heidi S Resnick,Alyssa A. Rheingold,2879,2885
2011-01-06T00:00:00,21377805,Heidi S Resnick,Kenneth J. Ruggiero,2879,2926
2011-01-06T00:00:00,21377805,Heidi S Resnick,Benjamin E. Saunders,2879,2955
2011-01-06T00:00:00,21377805,Heidi S Resnick,Tatiana M. Davidson,2879,3763
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Ronald E. Acierno,2926,1733
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Daniel Frank Gros,2926,2034
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Carla K. Danielson,2926,2037
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Rochelle F. Hanson,2926,2261
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Dean G. Kilpatrick,2926,2443
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Kristyn  Zajac,2926,2486
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Michael R. Mccart,2926,2622
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Jenna L. Mccauley,2926,2623
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Heidi S Resnick,2926,2879
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Benjamin E. Saunders,2926,2955
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Daniel W. Smith,2926,3051
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Sachin Kantilal Patel,2926,3599
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Cristina M. Lopez,2926,3630
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Tatiana M. Davidson,2926,3763
2011-01-06T00:00:00,21377805,Kenneth J. Ruggiero,Zachary W. Adams,2926,4300
2011-01-06T00:00:00,21377805,Benjamin E. Saunders,Connie Lee Best,2955,1851
2011-01-06T00:00:00,21377805,Benjamin E. Saunders,Carla K. Danielson,2955,2037
2011-01-06T00:00:00,21377805,Benjamin E. Saunders,Rochelle F. Hanson,2955,2261
2011-01-06T00:00:00,21377805,Benjamin E. Saunders,Dean G. Kilpatrick,2955,2443
2011-01-06T00:00:00,21377805,Benjamin E. Saunders,Kristyn  Zajac,2955,2486
2011-01-06T00:00:00,21377805,Benjamin E. Saunders,Heidi S Resnick,2955,2879
2011-01-06T00:00:00,21377805,Benjamin E. Saunders,Alyssa A. Rheingold,2955,2885
2011-01-06T00:00:00,21377805,Benjamin E. Saunders,Daniel W. Smith,2955,3051
2011-01-06T00:00:00,21377805,Benjamin E. Saunders,Cynthia Cupit Swenson,2955,3127
2011-01-06T00:00:00,21377805,Benjamin E. Saunders,Zachary W. Adams,2955,4300
2011-01-07T00:00:00,21212663,Bruce I. Ovbiagele,Marc Ivor Chimowitz,3620,2663
2011-01-07T00:00:00,21212663,Bruce I. Ovbiagele,Robert Joseph Adams,3620,2894
2011-01-07T00:00:00,21212663,Bruce I. Ovbiagele,Steven A. Kautz,3620,3099
2011-01-07T00:00:00,21212663,Bruce I. Ovbiagele,Wu Wei  Feng,3620,3426
2011-01-07T00:00:00,21212663,Bruce I. Ovbiagele,Andrea D. Boan,3620,4002
2011-01-07T00:00:00,21216243,Don Chase Rockey,Songling  Liu,3638,3750
2011-01-07T00:00:00,21216243,Don Chase Rockey,Zengdun  Shi,3638,3780
2011-01-07T00:00:00,21216243,Don Chase Rockey,Gregory Andrew Cote,3638,4212
2011-01-07T00:00:00,21216243,Don Chase Rockey,Serhan  Karvar,3638,3937
2011-01-09T00:00:00,21224012,Zdzislaw  Szulc,Aiping  Bai,3131,1806
2011-01-09T00:00:00,21224012,Zdzislaw  Szulc,Jacek  Bielawski,3131,1854
2011-01-09T00:00:00,21224012,Zdzislaw  Szulc,Alicja  Bielawska,3131,1855
2011-01-09T00:00:00,21224012,Zdzislaw  Szulc,Besim  Ogretmen,3131,2772
2011-01-09T00:00:00,21224012,Zdzislaw  Szulc,Salih  Gencer,3131,4129
2011-01-09T00:00:00,21224012,Zdzislaw  Szulc,Wei  Sun,3131,4146
2011-01-09T00:00:00,21224012,Zdzislaw  Szulc,Venkatesh  Kota,3131,4156
2011-01-09T00:00:00,21224012,Zdzislaw  Szulc,Joshua  Oaks,3131,4349
2011-01-10T00:00:00,21214500,Robert Craig Wilson,Stephen Paul Ethier,3732,3600
2011-01-10T00:00:00,21214500,Robert Craig Wilson,Jihad Sami Obeid,3732,8
2011-01-10T00:00:00,21214500,Robert Craig Wilson,Brittany Turner Ivey,3732,4030
2011-01-10T00:00:00,21214500,Robert Craig Wilson,Christiana S. Kappler,3732,4075
2011-01-10T00:00:00,21214500,Robert Craig Wilson,Melissa Nicole Scheiber,3732,4099
2011-01-10T00:00:00,21214500,Robert Craig Wilson,Stephen Thomas Guest,3732,3944
2011-01-10T00:00:00,21219105,Eugene Y. Chang,Donna D. Johnson,1954,2398
2011-01-10T00:00:00,21219105,Eugene Y. Chang,Inderjit  Singh,1954,3036
2011-01-10T00:00:00,21219105,Eugene Y. Chang,Manjeet Kaur Paintlia,1954,4076
2011-01-10T00:00:00,21219105,Roger B. Newman,Eugene Y. Chang,2745,1954
2011-01-10T00:00:00,21219105,Roger B. Newman,Lakshmi Devi Katikaneni,2745,2421
2011-01-10T00:00:00,21219105,Roger B. Newman,Jill G. Mauldin,2745,2610
2011-01-10T00:00:00,21219105,Roger B. Newman,Charles S. Rittenberg,2745,2891
2011-01-10T00:00:00,21219105,Roger B. Newman,David E. Soper,2745,3068
2011-01-10T00:00:00,21219105,Roger B. Newman,Scott A. Sullivan,2745,3118
2011-01-10T00:00:00,21219105,Roger B. Newman,Sarah N. Taylor,2745,3141
2011-01-10T00:00:00,21219105,Roger B. Newman,Shana Catoe Bondo,2745,3623
2011-01-10T00:00:00,21219105,Inderjit  Singh,Eugene Y. Chang,3036,1954
2011-01-10T00:00:00,21219105,Inderjit  Singh,Dorothea Denise Jenkins,3036,2378
2011-01-10T00:00:00,21219105,Inderjit  Singh,Mushfiquddin  Khan,3036,2440
2011-01-10T00:00:00,21219105,Inderjit  Singh,Harold D. May,3036,2615
2011-01-10T00:00:00,21219105,Inderjit  Singh,G. Shashidhar Shashidhar Pai,3036,2791
2011-01-10T00:00:00,21219105,Inderjit  Singh,Avtar K. Singh,3036,3034
2011-01-10T00:00:00,21219105,Inderjit  Singh,Balasubramaniam  Annamalai,3036,4022
2011-01-10T00:00:00,21219105,Inderjit  Singh,Manjeet Kaur Paintlia,3036,4076
2011-01-10T00:00:00,21219105,Inderjit  Singh,Mauhamad  Baarine,3036,4090
2011-01-10T00:00:00,21219105,Inderjit  Singh,Tajinder Singh Dhammu,3036,4154
2011-01-10T00:00:00,21219105,Inderjit  Singh,Sarumathi  Mohan,3036,4371
2011-01-10T00:00:00,21219105,Inderjit  Singh,Anandakumar  Shunmugavel,3036,4407
2011-01-10T00:00:00,21219609,Kenneth Michael Cummings,Anthony J. Alberg,3469,1751
2011-01-10T00:00:00,21219609,Kenneth Michael Cummings,Matthew J. Carpenter,3469,1936
2011-01-10T00:00:00,21219609,Kenneth Michael Cummings,Graham Walter Warren,3469,3660
2011-01-10T00:00:00,21219609,Kenneth Michael Cummings,Luca  Paoletti,3469,3727
2011-01-10T00:00:00,21324838,Matthew J. Carpenter,Anthony J. Alberg,1936,1751
2011-01-10T00:00:00,21324838,Matthew J. Carpenter,Kevin M. Gray,1936,2222
2011-01-10T00:00:00,21324838,Matthew J. Carpenter,Amy Elizabeth Herrin Wahlquist,1936,2299
2011-01-10T00:00:00,21324838,Matthew J. Carpenter,Steven D. Larowe,1936,2512
2011-01-10T00:00:00,21324838,Matthew J. Carpenter,Michael E. Saladin,1936,2942
2011-01-10T00:00:00,21324838,Matthew J. Carpenter,Elisabeth L Kryway,1936,3418
2011-01-10T00:00:00,21324838,Matthew J. Carpenter,Kenneth Michael Cummings,1936,3469
2011-01-10T00:00:00,21324838,Matthew J. Carpenter,Luca  Paoletti,1936,3727
2011-01-10T00:00:00,21324838,Matthew J. Carpenter,Erin A. Mcclure,1936,3836
2011-01-10T00:00:00,21324838,Katherine Regan Sterba,Dee Walker Ford,2480,2165
2011-01-10T00:00:00,21324838,Katherine Regan Sterba,Marvella Elizabeth Ford,2480,2166
2011-01-10T00:00:00,21324838,Katherine Regan Sterba,Kristin  Wallace,2480,2485
2011-01-10T00:00:00,21324838,Katherine Regan Sterba,Jane M. Zapka,2480,3320
2011-01-10T00:00:00,21656745,Keith Lough Kirkwood,Andrew George Jakymiw,2457,1743
2011-01-10T00:00:00,21656745,Keith Lough Kirkwood,Courtney J. Haycraft,2457,1980
2011-01-10T00:00:00,21656745,Keith Lough Kirkwood,Gunhild  Sommer,2457,2238
2011-01-10T00:00:00,21656745,Keith Lough Kirkwood,Michael J. Kern,2457,2434
2011-01-10T00:00:00,21656745,Keith Lough Kirkwood,Joe William Krayer,2457,2478
2011-01-10T00:00:00,21656745,Keith Lough Kirkwood,Renata S. Leite,2457,2533
2011-01-10T00:00:00,21656745,Keith Lough Kirkwood,William L. Ries,2457,2890
2011-01-10T00:00:00,21656745,Keith Lough Kirkwood,Steven A. Rosenzweig,2457,2915
2011-01-10T00:00:00,21656745,Keith Lough Kirkwood,Hong  Yu,2457,3574
2011-01-10T00:00:00,21656745,Keith Lough Kirkwood,Yuvaraj  Sambandam,2457,4172
2011-01-10T00:00:00,21656745,Keith Lough Kirkwood,Michael Steven Valerio,2457,4245
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Arthur Charles Riegel,2413,1736
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Joe Boyd Blumer,2413,1863
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Antonieta  Lavin,2413,2518
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Jacqueline F. Mcginty,2413,2638
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Joachim De Klerk  Uys,2413,3198
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Jompobe  Vuthiganon,2413,3226
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Heather A. Boger,2413,3362
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Carmela Marie Reichel,2413,3374
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Andy Y. Shih,2413,3611
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Rachel Joann Smith,2413,4008
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Cassandra D. Gipson,2413,4035
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Elena Maria Vazey,2413,4051
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Jamie Lynn Peters,2413,4120
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Devadoss J. Samuvel,2413,4130
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Stephen V. Mahler,2413,4148
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Erin A. Mcclure,2413,3836
2011-01-11T00:00:00,21222526,Peter W. Kalivas,Justin T. Gass,2413,3847
2011-01-11T00:00:00,21224439,David G. Koch,Adrian  Reuben,2463,2881
2011-01-11T00:00:00,21224439,David G. Koch,Ira R. Willner,2463,3279
2011-01-11T00:00:00,21224439,David G. Koch,Venkat Krishnan Ramshesh,2463,3530
2011-01-11T00:00:00,21224470,Patrick  Nasarre,Harry Adolph Drabkin,2793,2243
2011-01-11T00:00:00,21224470,Patrick  Nasarre,Robert M. Gemmill,2793,2906
2011-01-11T00:00:00,21224470,Patrick  Nasarre,Philip Henry Howe,2793,3522
2011-01-11T00:00:00,21226034,Christian J. Streck,Andre  Hebra,1981,1767
2011-01-11T00:00:00,21226034,Christian J. Streck,Jeanne G. Hill,1981,2307
2011-01-11T00:00:00,21226034,Christian J. Streck,Lee R. Leddy,1981,2567
2011-01-11T00:00:00,21226034,Christian J. Streck,Robert A Cina,1981,2842
2011-01-11T00:00:00,21226034,Christian J. Streck,Sally A. Webb,1981,3254
2011-01-11T00:00:00,21226034,Christian J. Streck,W. Scott Russell,1981,3299
2011-01-11T00:00:00,21226034,Christian J. Streck,Pinckney Johnstone Maxwell,1981,3523
2011-01-11T00:00:00,21226034,Christian J. Streck,Brent M. Jewett,1981,4201
2011-01-11T00:00:00,21226034,Christian J. Streck,Aaron P. Lesher,1981,4236
2011-01-11T00:00:00,21227910,Kevin J Bennett,Clara E. Dismuke,4409,2071
2011-01-11T00:00:00,21227910,Kevin J Bennett,Amy B. Martin,4409,4195
2011-01-12T00:00:00,21225098,Richard J. Friedman,Vincent D. Pellegrini,3927,3956
2011-01-13T00:00:00,21225269,Philip  Costello,Salvatore  Chiaramida,2008,1971
2011-01-13T00:00:00,21225269,Philip  Costello,Gary F. Headden,2008,2288
2011-01-13T00:00:00,21225269,Philip  Costello,James G. Ravenel,2008,2857
2011-01-13T00:00:00,21225269,Philip  Costello,Uwe Otto Peter Schoepf,2008,2977
2011-01-13T00:00:00,21225269,Philip  Costello,Peter L Zwerner,2008,3329
2011-01-13T00:00:00,21225269,Philip  Costello,Pal  Suranyi,2008,3519
2011-01-13T00:00:00,21225269,Philip  Costello,Carlo Nicola De Cecco,2008,3820
2011-01-13T00:00:00,21225269,Philip  Costello,James D. Koonce,2008,3978
2011-01-13T00:00:00,21225269,James D. Koonce,Marques L. Bradshaw,3978,2681
2011-01-13T00:00:00,21233404,Robert K. Stuart,Betsy K. Davis,3111,2042
2011-01-13T00:00:00,21233404,Robert K. Stuart,Terrence A. Day,3111,2048
2011-01-13T00:00:00,21233404,Robert K. Stuart,Philip D. Hall,3111,2249
2011-01-13T00:00:00,21233404,Robert K. Stuart,Tariq  Javed,3111,2365
2011-01-13T00:00:00,21233404,Robert K. Stuart,Jerry Ewing Squires,3111,2383
2011-01-13T00:00:00,21233404,Robert K. Stuart,John  Lazarchick,3111,2520
2011-01-13T00:00:00,21233404,Robert K. Stuart,John E. Oatis,3111,2767
2011-01-13T00:00:00,21233404,Robert K. Stuart,Steven A. Rosenzweig,3111,2915
2011-01-13T00:00:00,21233404,Robert K. Stuart,Daynna J. Wolff,3111,3285
2011-01-13T00:00:00,21233404,Robert K. Stuart,Alice S. Mims,3111,3706
2011-01-13T00:00:00,21233469,Edward C. Jauch,Aquilla Scott Turk,2105,1789
2011-01-13T00:00:00,21233469,Edward C. Jauch,Christine A. Holmstedt,2105,1924
2011-01-13T00:00:00,21233469,Edward C. Jauch,Christine M. Carr,2105,1938
2011-01-13T00:00:00,21233469,Edward C. Jauch,Julio Alejandro Chalela,2105,1951
2011-01-13T00:00:00,21233469,Edward C. Jauch,Yuko Y. Palesch,2105,2792
2011-01-13T00:00:00,21233469,Edward C. Jauch,Raymond Dwight Turner,2105,2862
2011-01-13T00:00:00,21233469,Edward C. Jauch,Robert Joseph Adams,2105,2894
2011-01-13T00:00:00,21233469,Edward C. Jauch,Steven H. Saef,2105,2934
2011-01-13T00:00:00,21233469,Edward C. Jauch,Sharon Dziuba Yeatts,2105,3306
2011-01-13T00:00:00,21233469,Edward C. Jauch,Yefim  Manevich,2105,3307
2011-01-13T00:00:00,21233469,Edward C. Jauch,Charles Martin Andrews,2105,3391
2011-01-13T00:00:00,21233469,Edward C. Jauch,Holly Judith Tillman,2105,3441
2011-01-13T00:00:00,21233469,Edward C. Jauch,Alejandro Marin Spiotta,2105,3609
2011-01-13T00:00:00,21233469,Edward C. Jauch,Jenifer Haskill Voeks,2105,3674
2011-01-13T00:00:00,21233469,Edward C. Jauch,Shelly Dawn Ozark,2105,3741
2011-01-13T00:00:00,21233472,Bruce I. Ovbiagele,Marc Ivor Chimowitz,3620,2663
2011-01-13T00:00:00,21233472,Bruce I. Ovbiagele,Robert Joseph Adams,3620,2894
2011-01-13T00:00:00,21233472,Bruce I. Ovbiagele,Steven A. Kautz,3620,3099
2011-01-13T00:00:00,21233472,Bruce I. Ovbiagele,Wu Wei  Feng,3620,3426
2011-01-13T00:00:00,21233472,Bruce I. Ovbiagele,Andrea D. Boan,3620,4002
2011-01-14T00:00:00,21234685,Eve G. Spratt,Sudie  Back,3076,1801
2011-01-14T00:00:00,21234685,Eve G. Spratt,Laura Arnstein Carpenter,3076,1937
2011-01-14T00:00:00,21234685,Eve G. Spratt,Jane M. Charles,3076,1960
2011-01-14T00:00:00,21234685,Eve G. Spratt,Kirk Allen Meekins,3076,2414
2011-01-14T00:00:00,21234685,Eve G. Spratt,Janice D. Key,3076,2437
2011-01-14T00:00:00,21234685,Eve G. Spratt,Michelle M. Macias,3076,2580
2011-01-14T00:00:00,21234685,Eve G. Spratt,Linda Dowdee Marsh,3076,2605
2011-01-14T00:00:00,21234685,Eve G. Spratt,Margaret Marie Moran-santa Maria,3076,2696
2011-01-14T00:00:00,21234685,Eve G. Spratt,Sharon Dziuba Yeatts,3076,3306
2011-01-14T00:00:00,21239688,Jane M. Zapka,Elaine  Amella,3320,1759
2011-01-14T00:00:00,21239688,Jane M. Zapka,Dee Walker Ford,3320,2165
2011-01-14T00:00:00,21239688,Jane M. Zapka,Katherine Regan Sterba,3320,2480
2011-01-14T00:00:00,21240977,William Clyde Griffin,Howard C. Becker,2228,1833
2011-01-14T00:00:00,21240977,William Clyde Griffin,Marcelo Fernando Lopez,2228,2564
2011-01-14T00:00:00,21240977,William Clyde Griffin,Kennerly S. Patrick,2228,2800
2011-01-14T00:00:00,21240977,Kennerly S. Patrick,Hilary Jo Bernstein,2800,1850
2011-01-14T00:00:00,21240977,Kennerly S. Patrick,C. Lindsay L Devane,2800,2061
2011-01-14T00:00:00,21240977,Kennerly S. Patrick,William Clyde Griffin,2800,2228
2011-01-14T00:00:00,21240977,Kennerly S. Patrick,John E. Oatis,2800,2767
2011-01-14T00:00:00,21240977,Kennerly S. Patrick,Mehrdad  Rahmaniyan,2800,4123
2011-01-16T00:00:00,21242019,Sverre E Aune,Donald R. Menick,4383,2650
2011-01-17T00:00:00,21242275,Keith Lough Kirkwood,Andrew George Jakymiw,2457,1743
2011-01-17T00:00:00,21242275,Keith Lough Kirkwood,Courtney J. Haycraft,2457,1980
2011-01-17T00:00:00,21242275,Keith Lough Kirkwood,Gunhild  Sommer,2457,2238
2011-01-17T00:00:00,21242275,Keith Lough Kirkwood,Michael J. Kern,2457,2434
2011-01-17T00:00:00,21242275,Keith Lough Kirkwood,Joe William Krayer,2457,2478
2011-01-17T00:00:00,21242275,Keith Lough Kirkwood,Renata S. Leite,2457,2533
2011-01-17T00:00:00,21242275,Keith Lough Kirkwood,William L. Ries,2457,2890
2011-01-17T00:00:00,21242275,Keith Lough Kirkwood,Steven A. Rosenzweig,2457,2915
2011-01-17T00:00:00,21242275,Keith Lough Kirkwood,Hong  Yu,2457,3574
2011-01-17T00:00:00,21242275,Keith Lough Kirkwood,Yuvaraj  Sambandam,2457,4172
2011-01-17T00:00:00,21242275,Keith Lough Kirkwood,Michael Steven Valerio,2457,4245
2011-01-18T00:00:00,21242505,Michael R. Gold,Salvatore  Chiaramida,2209,1971
2011-01-18T00:00:00,21242505,Michael R. Gold,Frank A. Cuoco,2209,2030
2011-01-18T00:00:00,21242505,Michael R. Gold,Valerian  Fernandes,2209,2151
2011-01-18T00:00:00,21242505,Michael R. Gold,Nancy Judson Finch,2209,2155
2011-01-18T00:00:00,21242505,Michael R. Gold,David  Gregg,2209,2226
2011-01-18T00:00:00,21242505,Michael R. Gold,Robert B. Leman,2209,2534
2011-01-18T00:00:00,21242505,Michael R. Gold,Rupak D. Mukherjee,2209,2720
2011-01-18T00:00:00,21242505,Michael R. Gold,Christopher D. Nielsen,2209,2750
2011-01-18T00:00:00,21242505,Michael R. Gold,John L. Sturdivant,2209,3112
2011-01-18T00:00:00,21242505,Michael R. Gold,Marian H. Taylor,2209,3140
2011-01-18T00:00:00,21242505,Michael R. Gold,John Marcus Wharton,2209,3264
2011-01-18T00:00:00,21242505,Michael R. Gold,Dannah W. Wray,2209,3295
2011-01-18T00:00:00,21242505,Michael R. Gold,Eva R. Serber,2209,3548
2011-01-18T00:00:00,21242505,Michael R. Gold,Anil B. Rajendra,2209,3796
2011-01-18T00:00:00,21244609,Thomas E. Keane,Aiping  Bai,2425,1806
