year,pmid,author,coauthor,apid,cpid
2013-01-04T00:00:00,23287455,Francis G. Spinale,Ebony Jade Hilton,3075,3664
2013-01-04T00:00:00,23287455,Francis G. Spinale,Michel J Sabbagh,3075,3739
2013-01-04T00:00:00,23287455,Francis G. Spinale,Laura Simmons Spruill,3075,3753
2013-01-04T00:00:00,23287455,Francis G. Spinale,Jean M. Ruddy,3075,4259
2013-01-04T00:00:00,23287455,Francis G. Spinale,Kimberly Elaine Mchugh,3075,3959
2013-01-04T00:00:00,23287455,Michael R. Zile,Catalin F. Baicu,3327,1807
2013-01-04T00:00:00,23287455,Michael R. Zile,Jan Neil Basile,3327,1828
2013-01-04T00:00:00,23287455,Michael R. Zile,Amy Dodd Bradshaw,3327,1888
2013-01-04T00:00:00,23287455,Michael R. Zile,Lauren Ashley Cowart,3327,2012
2013-01-04T00:00:00,23287455,Michael R. Zile,Steven W Kubalak,3327,2487
2013-01-04T00:00:00,23287455,Michael R. Zile,Dhandapani  Kuppuswamy,3327,2489
2013-01-04T00:00:00,23287455,Michael R. Zile,Paul J. Mcdermott,3327,2629
2013-01-04T00:00:00,23287455,Michael R. Zile,Francis G. Spinale,3327,3075
2013-01-04T00:00:00,23287455,Michael R. Zile,Sundaravadivel  Balasubramanian,3327,3114
2013-01-04T00:00:00,23287455,Michael R. Zile,Marvin Michael Swindle,3327,3129
2013-01-04T00:00:00,23287455,Michael R. Zile,Thomas Mark Todoran,3327,3165
2013-01-04T00:00:00,23287455,Michael R. Zile,Adrian B. Vanbakel,3327,3201
2013-01-04T00:00:00,23287455,Michael R. Zile,Robert E. Stroud,3327,3558
2013-01-05T00:00:00,23292563,Carlo Nicola De Cecco,Salvatore  Chiaramida,3820,1971
2013-01-05T00:00:00,23292563,Carlo Nicola De Cecco,Philip  Costello,3820,2008
2013-01-05T00:00:00,23292563,Carlo Nicola De Cecco,Andrew D. Hardie,3820,2264
2013-01-05T00:00:00,23292563,Carlo Nicola De Cecco,Gary F. Headden,3820,2288
2013-01-05T00:00:00,23292563,Carlo Nicola De Cecco,Sameer Vijay Tipnis,3820,2953
2013-01-05T00:00:00,23292563,Carlo Nicola De Cecco,Richard R. Bayer,3820,3542
2013-01-05T00:00:00,23292563,Carlo Nicola De Cecco,Richard Wier Katzberg,3820,3738
2013-01-07T00:00:00,23299104,Aquilla Scott Turk,Christine A. Holmstedt,1789,1924
2013-01-07T00:00:00,23299104,Aquilla Scott Turk,Julio Alejandro Chalela,1789,1951
2013-01-07T00:00:00,23299104,Aquilla Scott Turk,Edward C. Jauch,1789,2105
2013-01-07T00:00:00,23299104,Aquilla Scott Turk,Marc Ivor Chimowitz,1789,2663
2013-01-07T00:00:00,23299104,Aquilla Scott Turk,Mohamed I. Chaudry,1789,2687
2013-01-07T00:00:00,23299104,Aquilla Scott Turk,Sunil J. Patel,1789,2798
2013-01-07T00:00:00,23299104,Aquilla Scott Turk,Raymond Dwight Turner,1789,2862
2013-01-07T00:00:00,23299104,Aquilla Scott Turk,Tanya Nadine Turan,1789,3136
2013-01-07T00:00:00,23299104,Aquilla Scott Turk,Holly Judith Tillman,1789,3441
2013-01-07T00:00:00,23299104,Aquilla Scott Turk,Alejandro Marin Spiotta,1789,3609
2013-01-07T00:00:00,23299104,Raymond Dwight Turner,Aquilla Scott Turk,2862,1789
2013-01-07T00:00:00,23299104,Raymond Dwight Turner,Mohamed I. Chaudry,2862,2687
2013-01-07T00:00:00,23299104,Raymond Dwight Turner,Alejandro Marin Spiotta,2862,3609
2013-01-07T00:00:00,23305825,Don Chase Rockey,Songling  Liu,3638,3750
2013-01-07T00:00:00,23305825,Don Chase Rockey,Zengdun  Shi,3638,3780
2013-01-07T00:00:00,23305825,Don Chase Rockey,Gregory Andrew Cote,3638,4212
2013-01-07T00:00:00,23305825,Don Chase Rockey,Serhan  Karvar,3638,3937
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Carl  Atkinson,1961,1792
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Prabhakar K. Baliga,1961,1817
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Hilary Jo Bernstein,1961,1850
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Eric D. Bolin,1961,1869
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Charles F. Bratton,1961,1892
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Julie  Chao,1961,1955
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,C. Lindsay L Devane,1961,2061
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,David N. Lewin,1961,2542
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Harold D. May,1961,2615
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,John W. Mcgillicuddy,1961,2636
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Henry B. Othersen,1961,2783
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Adrian  Reuben,1961,2881
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Michael G. Schmidt,1961,2971
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Rick G Schnellmann,1961,2973
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Demetri D. Spyropoulos,1961,3079
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,William David Stoll,1961,3103
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Abby Jo Swanson Kazley,1961,3126
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Ira R. Willner,1961,3279
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Hongjun  Wang,1961,3444
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Venkat Krishnan Ramshesh,1961,3530
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,William R. Hand,1961,3567
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Sachin Kantilal Patel,1961,3599
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,David J. Taber,1961,3643
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Titte Rajagopal Srinivas,1961,3764
2013-01-07T00:00:00,23308122,Kenneth D. Chavin,Satish N. Nadig,1961,3910
2013-01-08T00:00:00,23140227,Dan T Simionescu,Bo  Wang,4518,4029
2013-01-08T00:00:00,23140227,Dan T Simionescu,Agneta  Simionescu,4518,4460
2013-01-08T00:00:00,23140227,Dan T Simionescu,Frank  Alexis,4518,4529
2013-01-08T00:00:00,23140227,Dan T Simionescu,Jeremy J Mercuri,4518,4592
2013-01-08T00:00:00,23140227,Dan T Simionescu,Konstantin German Kornev,4518,4620
2013-01-08T00:00:00,23140227,Dan T Simionescu,Narendra R Vyavahare,4518,4683
2013-01-08T00:00:00,23140227,Jeremy J Mercuri,Dan T Simionescu,4592,4518
2013-01-08T00:00:00,23140227,Jeremy J Mercuri,Narendra R Vyavahare,4592,4683
2013-01-08T00:00:00,23295278,Badih J. Elmunzer,Gregory Andrew Cote,4184,4212
2013-01-08T00:00:00,23296454,Anthony J. Alberg,Matthew J. Carpenter,1751,1936
2013-01-08T00:00:00,23296454,Anthony J. Alberg,Elizabeth Garrett Mayer,1751,2116
2013-01-08T00:00:00,23296454,Anthony J. Alberg,Marvella Elizabeth Ford,1751,2166
2013-01-08T00:00:00,23296454,Anthony J. Alberg,Elizabeth G. Hill,1751,2306
2013-01-08T00:00:00,23296454,Anthony J. Alberg,Kent Edward Armeson,1751,2424
2013-01-08T00:00:00,23296454,Anthony J. Alberg,Jeffrey E. Korte,1751,2469
2013-01-08T00:00:00,23296454,Anthony J. Alberg,Katherine Regan Sterba,1751,2480
2013-01-08T00:00:00,23296454,Anthony J. Alberg,Kristin  Wallace,1751,2485
2013-01-08T00:00:00,23296454,Anthony J. Alberg,David N. Lewin,1751,2542
2013-01-08T00:00:00,23296454,Anthony J. Alberg,Susan Gayle Reed,1751,2870
2013-01-08T00:00:00,23296454,Anthony J. Alberg,Kenneth Michael Cummings,1751,3469
2013-01-08T00:00:00,23296454,Anthony J. Alberg,Graham Walter Warren,1751,3660
2013-01-08T00:00:00,23296454,Marvella Elizabeth Ford,Anthony J. Alberg,2166,1751
2013-01-08T00:00:00,23296454,Marvella Elizabeth Ford,Katherine Regan Sterba,2166,2480
2013-01-08T00:00:00,23296454,Marvella Elizabeth Ford,Kristin  Wallace,2166,2485
2013-01-08T00:00:00,23296454,Marvella Elizabeth Ford,Sabra C. Slaughter,2166,3044
2013-01-08T00:00:00,23296454,Marvella Elizabeth Ford,David P. Turner,2166,3184
2013-01-08T00:00:00,23296454,Marvella Elizabeth Ford,Chanita Ann Hughes Halbert,2166,3381
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Andrew Booth Lawson,2306,1729
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Donald O. Castell,2306,1943
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Eric M. Matheson,2306,2127
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Donna D. Johnson,2306,2398
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Kent Edward Armeson,2306,2424
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Keith Lough Kirkwood,2306,2457
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Michele C. Ravenel,2306,2858
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Carlos F. Salinas,2306,2946
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Adam J. Smolka,2306,3058
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Scott A. Sullivan,2306,3118
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Rupalben H. Trivedi,2306,3179
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Viswanathan  Palanisamy,2306,3217
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Bethany Jacobs Wolf,2306,3569
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Amit  Agrawal,2306,3605
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Michael Steven Valerio,2306,4245
2013-01-08T00:00:00,23296454,Elizabeth G. Hill,Reniqua  House,2306,4378
2013-01-08T00:00:00,23296454,Kristin  Wallace,Anthony J. Alberg,2485,1751
2013-01-08T00:00:00,23296454,Kristin  Wallace,Marvella Elizabeth Ford,2485,2166
2013-01-08T00:00:00,23296454,Kristin  Wallace,Katherine Regan Sterba,2485,2480
2013-01-08T00:00:00,23296454,Kristin  Wallace,Andrew S. Brock,2485,3366
2013-01-08T00:00:00,23296454,David N. Lewin,Alan C. Finley,2542,1732
2013-01-08T00:00:00,23296454,David N. Lewin,David B. Adams,2542,1738
2013-01-08T00:00:00,23296454,David N. Lewin,Ernest R. Camp,2542,2130
2013-01-08T00:00:00,23296454,David N. Lewin,Brenda J. Hoffman,2542,2317
2013-01-08T00:00:00,23296454,David N. Lewin,Kristin  Wallace,2542,2485
2013-01-08T00:00:00,23296454,David N. Lewin,James E. Madory,2542,2583
2013-01-08T00:00:00,23296454,David N. Lewin,Laurrie Dowd Rumpp,2542,2929
2013-01-08T00:00:00,23298181,Paul B. Pritchard,Elizabeth Hamilton Koontz,2835,2253
2013-01-08T00:00:00,23298181,Paul B. Pritchard,Jing  Zhou,2835,2388
2013-01-08T00:00:00,23298181,Paul B. Pritchard,Mark T. Wagner,2835,3231
2013-01-08T00:00:00,23298181,Paul B. Pritchard,Joy Helena Wymer,2835,3301
2013-01-08T00:00:00,23298181,Paul B. Pritchard,Ekrem  Kutluay,2835,3416
2013-01-08T00:00:00,23298181,Paul B. Pritchard,Brian Christopher Dean,2835,4474
2013-01-08T00:00:00,23298181,Paul B. Pritchard,Robert J Schalkoff,2835,4717
2013-01-08T00:00:00,23298181,Paul B. Pritchard,Jarom E. Hanson,2835,3859
2013-01-08T00:00:00,23298188,Howard C. Becker,William Clyde Griffin,1833,2228
2013-01-08T00:00:00,23298188,Howard C. Becker,Marcelo Fernando Lopez,1833,2564
2013-01-08T00:00:00,23298188,Howard C. Becker,Jacqueline F. Mcginty,1833,2638
2013-01-08T00:00:00,23298188,Howard C. Becker,Patrick J. Mulholland,1833,2722
2013-01-08T00:00:00,23298188,Howard C. Becker,Supriti  Samanta Ray,1833,2947
2013-01-08T00:00:00,23298188,Howard C. Becker,Lynn M.p. Veatch,1833,3210
2013-01-08T00:00:00,23298713,Michael D. Horner,C. Lindsay L Devane,2327,2061
2013-01-08T00:00:00,23298713,Michael D. Horner,Clara E. Dismuke,2327,2071
2013-01-08T00:00:00,23298713,Michael D. Horner,Mark B Hamner,2327,2257
2013-01-08T00:00:00,23298713,Michael D. Horner,Kathryn  Kniele,2327,2461
2013-01-08T00:00:00,23298713,Michael D. Horner,Olga  Brawman-mintzer,2327,2672
2013-01-08T00:00:00,23298713,Michael D. Horner,Travis Henry Turner,2327,3186
2013-01-08T00:00:00,23298713,Michael D. Horner,Wendy Anne Muzzy,2327,3766
2013-01-08T00:00:00,23298713,Jacobo E Mintzer,David Louis Bachman,2671,1800
2013-01-08T00:00:00,23298713,Jacobo E Mintzer,C. Lindsay L Devane,2671,2061
2013-01-08T00:00:00,23298713,Jacobo E Mintzer,Olga  Brawman-mintzer,2671,2672
2013-01-08T00:00:00,23298713,Jacobo E Mintzer,Jessica Lynn Broadway,2671,2882
2013-01-08T00:00:00,23298713,Jacobo E Mintzer,Kumar  Sambamurti,2671,2948
2013-01-08T00:00:00,23298713,Jacobo E Mintzer,Mark T. Wagner,2671,3231
2013-01-08T00:00:00,23298713,Jacobo E Mintzer,Aljoeson  Walker,2671,3234
2013-01-08T00:00:00,23298713,Jacobo E Mintzer,Joy Helena Wymer,2671,3301
2013-01-08T00:00:00,23298713,Olga  Brawman-mintzer,Peter B. Cotton,2672,2009
2013-01-08T00:00:00,23298713,Olga  Brawman-mintzer,Michael D. Horner,2672,2327
2013-01-08T00:00:00,23298713,Olga  Brawman-mintzer,Jacobo E Mintzer,2672,2671
2013-01-08T00:00:00,23298713,Olga  Brawman-mintzer,Qi  Pauls,2672,2840
2013-01-08T00:00:00,23298713,Olga  Brawman-mintzer,Melissa E. Milanak,2672,4289
2013-01-08T00:00:00,23298713,Travis Henry Turner,Vanessa K. Hinson,3186,2309
2013-01-08T00:00:00,23298713,Travis Henry Turner,Michael D. Horner,3186,2327
2013-01-08T00:00:00,23298713,Travis Henry Turner,Peter William Tuerk,3186,3183
2013-01-08T00:00:00,23298713,Travis Henry Turner,Wendy Anne Muzzy,3186,3766
2013-01-08T00:00:00,23303389,Diane L. Kamen,Andrew Booth Lawson,2416,1729
2013-01-08T00:00:00,23303389,Diane L. Kamen,Hazel Lavelle Breland,2416,1894
2013-01-08T00:00:00,23303389,Diane L. Kamen,Gary S. Gilkeson,2416,2202
2013-01-08T00:00:00,23303389,Diane L. Kamen,Tamara Kristine Nowling,2416,2762
2013-01-08T00:00:00,23303389,Diane L. Kamen,James C. Oates,2416,2766
2013-01-08T00:00:00,23303389,Diane L. Kamen,Ida J. Spruill,2416,3078
2013-01-08T00:00:00,23303389,Diane L. Kamen,David O. Sword,2416,3130
2013-01-08T00:00:00,23303389,Diane L. Kamen,Paula Sofia Amaral Sal Ramos,2416,3527
2013-01-08T00:00:00,23303389,Diane L. Kamen,John E. Vena,2416,3975
2013-01-08T00:00:00,23305649,Prabhakar K. Baliga,Charles F. Bratton,1817,1892
2013-01-08T00:00:00,23305649,Prabhakar K. Baliga,Kenneth D. Chavin,1817,1961
2013-01-08T00:00:00,23305649,Prabhakar K. Baliga,Frank Anton Treiber,1817,2141
2013-01-08T00:00:00,23305649,Prabhakar K. Baliga,Kathie L. Hermayer,1817,2298
2013-01-08T00:00:00,23305649,Prabhakar K. Baliga,Miran A. Jaffa,1817,2360
2013-01-08T00:00:00,23305649,Prabhakar K. Baliga,John W. Mcgillicuddy,1817,2636
2013-01-08T00:00:00,23305649,Prabhakar K. Baliga,Henry B. Othersen,1817,2783
2013-01-08T00:00:00,23305649,Prabhakar K. Baliga,John Bayne Selby,1817,2997
2013-01-08T00:00:00,23305649,Prabhakar K. Baliga,Abby Jo Swanson Kazley,1817,3126
2013-01-08T00:00:00,23305649,Prabhakar K. Baliga,Sachin Kantilal Patel,1817,3599
2013-01-08T00:00:00,23305649,Prabhakar K. Baliga,David J. Taber,1817,3643
2013-01-08T00:00:00,23305649,Prabhakar K. Baliga,Titte Rajagopal Srinivas,1817,3764
2013-01-08T00:00:00,23305649,Prabhakar K. Baliga,Mathew Jon Gregoski,1817,3907
2013-01-08T00:00:00,23305649,Frank Anton Treiber,Carolyn M. Jenkins,2141,2380
2013-01-08T00:00:00,23305649,Frank Anton Treiber,John W. Mcgillicuddy,2141,2636
2013-01-08T00:00:00,23305649,Frank Anton Treiber,Martina  Mueller,2141,2718
2013-01-08T00:00:00,23305649,Frank Anton Treiber,John L. Waller,2141,3237
2013-01-08T00:00:00,23305649,Frank Anton Treiber,Deborah C. Williamson,2141,3280
2013-01-08T00:00:00,23305649,Frank Anton Treiber,Sachin Kantilal Patel,2141,3599
2013-01-08T00:00:00,23305649,Frank Anton Treiber,Justin B. Moore,2141,4422
2013-01-08T00:00:00,23305649,Frank Anton Treiber,Alexey Alexandrovich Vertegel,2141,4766
2013-01-08T00:00:00,23305649,Frank Anton Treiber,Mathew Jon Gregoski,2141,3907
2013-01-08T00:00:00,23305649,John W. Mcgillicuddy,Prabhakar K. Baliga,2636,1817
2013-01-08T00:00:00,23305649,John W. Mcgillicuddy,Eric D. Bolin,2636,1869
2013-01-08T00:00:00,23305649,John W. Mcgillicuddy,Charles F. Bratton,2636,1892
2013-01-08T00:00:00,23305649,John W. Mcgillicuddy,Kenneth D. Chavin,2636,1961
2013-01-08T00:00:00,23305649,John W. Mcgillicuddy,Frank Anton Treiber,2636,2141
2013-01-08T00:00:00,23305649,John W. Mcgillicuddy,William David Stoll,2636,3103
2013-01-08T00:00:00,23305649,John W. Mcgillicuddy,Ira R. Willner,2636,3279
2013-01-08T00:00:00,23305649,John W. Mcgillicuddy,Sachin Kantilal Patel,2636,3599
2013-01-08T00:00:00,23305649,John W. Mcgillicuddy,David J. Taber,2636,3643
2013-01-08T00:00:00,23305649,John W. Mcgillicuddy,Mathew Jon Gregoski,2636,3907
2013-01-08T00:00:00,23305649,Martina  Mueller,David J. Annibale,2718,1772
2013-01-08T00:00:00,23305649,Martina  Mueller,Hilary Jo Bernstein,2718,1850
2013-01-08T00:00:00,23305649,Martina  Mueller,Brian Thomas Conner,2718,1908
2013-01-08T00:00:00,23305649,Martina  Mueller,Frank Anton Treiber,2718,2141
2013-01-08T00:00:00,23305649,Martina  Mueller,Mulugeta Gebreselassie Gebregziabher,2718,2190
2013-01-08T00:00:00,23305649,Martina  Mueller,Teresa J. Kelechi,2718,2427
2013-01-08T00:00:00,23305649,Martina  Mueller,Rebecca Grant Knapp,2718,2460
2013-01-08T00:00:00,23305649,Martina  Mueller,Marilyn A. Laken,2718,2501
2013-01-08T00:00:00,23305649,Martina  Mueller,Susan Dunreath Newman,2718,2746
2013-01-08T00:00:00,23305649,Martina  Mueller,Georgette M. Smith,2718,3053
2013-01-08T00:00:00,23305649,Martina  Mueller,Mathew Jon Gregoski,2718,3907
2013-01-08T00:00:00,23305649,Martina  Mueller,Shannon Marie Hudson,2718,3941
2013-01-08T00:00:00,23305649,David J. Taber,Prabhakar K. Baliga,3643,1817
2013-01-08T00:00:00,23305649,David J. Taber,Charles F. Bratton,3643,1892
2013-01-08T00:00:00,23305649,David J. Taber,Kenneth D. Chavin,3643,1961
2013-01-08T00:00:00,23305649,David J. Taber,Shannon Jordan Drayton,3643,2091
2013-01-08T00:00:00,23305649,David J. Taber,Leonard Ehianu Egede,3643,2113
2013-01-08T00:00:00,23305649,David J. Taber,Frank Anton Treiber,3643,2141
2013-01-08T00:00:00,23305649,David J. Taber,John W. Mcgillicuddy,3643,2636
2013-01-08T00:00:00,23305649,David J. Taber,Titte Rajagopal Srinivas,3643,3764
2013-01-08T00:00:00,23431479,Diann M Krywko,Steven H. Saef,2079,2934
2013-01-08T00:00:00,23493449,Chung-jen Jen James Chou,Craig C. Beeson,1979,1838
2013-01-08T00:00:00,23493449,Chung-jen Jen James Chou,Sherine Swee Lin Chan,1979,3010
2013-01-08T00:00:00,23493449,Chung-jen Jen James Chou,Jie  Fan,1979,3585
2013-01-08T00:00:00,23493449,Chung-jen Jen James Chou,Jennifer E. Bestman,1979,4062
2013-01-09T00:00:00,23281651,Frank  Alexis,Agneta  Simionescu,4529,4460
2013-01-09T00:00:00,23281651,Frank  Alexis,Dan T Simionescu,4529,4518
2013-01-09T00:00:00,23281651,Frank  Alexis,Jeffrey Nathan Anker,4529,4575
2013-01-09T00:00:00,23281651,Frank  Alexis,Konstantin German Kornev,4529,4620
2013-01-09T00:00:00,23281651,Frank  Alexis,Olin T Mefford,4529,4668
2013-01-09T00:00:00,23281651,Frank  Alexis,Shiou-jyh  Hwu,4529,4737
2013-01-09T00:00:00,23281651,Jeffrey Nathan Anker,Frank  Alexis,4575,4529
2013-01-09T00:00:00,23281651,Jeffrey Nathan Anker,John D Desjardins,4575,4581
2013-01-09T00:00:00,23281651,Jeffrey Nathan Anker,Jian  He,4575,4584
2013-01-09T00:00:00,23281651,Jeffrey Nathan Anker,Kenneth A Christensen,4575,4612
2013-01-09T00:00:00,23281651,Jeffrey Nathan Anker,Shiou-jyh  Hwu,4575,4737
2013-01-09T00:00:00,23281651,Jian  He,Rachel E. Tuuri,4584,2880
2013-01-09T00:00:00,23281651,Jian  He,Apparao M. Rao,4584,4468
2013-01-09T00:00:00,23281651,Jian  He,Jeffrey Nathan Anker,4584,4575
