pmid,year,mesh,meshTreeNumber
23290460,2013-01-02T00:00:00,Obesity,C18.654.726.500
23290460,2013-01-02T00:00:00,Obesity,C23.888.144.699.500
23290460,2013-01-02T00:00:00,Obesity,E01.370.600.115.100.160.120.699.500
23290460,2013-01-02T00:00:00,Obesity,G07.100.100.160.120.699.500
23290460,2013-01-02T00:00:00,Young Adult,M01.060.116.815
23290934,2013-01-02T00:00:00,Animals,B01.050
23290934,2013-01-02T00:00:00,Corpus Striatum,A08.186.211.730.885.287.249.487
23290934,2013-01-02T00:00:00,Cyclooxygenase 2,D08.811.600.720.750
23290934,2013-01-02T00:00:00,Dopamine,D02.092.211.215.311.342
23290934,2013-01-02T00:00:00,Dopamine,D02.092.311.342
23290934,2013-01-02T00:00:00,Glial Cell Line-Derived Neurotrophic Factor,D12.644.276.860.381.500
23290934,2013-01-02T00:00:00,Glial Cell Line-Derived Neurotrophic Factor,D12.776.467.860.381.500
23290934,2013-01-02T00:00:00,Glial Cell Line-Derived Neurotrophic Factor,D12.776.641.600.381.500
23290934,2013-01-02T00:00:00,Glial Cell Line-Derived Neurotrophic Factor,D23.529.850.381.500
23290934,2013-01-02T00:00:00,Motor Activity,F01.145.632
23290934,2013-01-02T00:00:00,Motor Activity,G11.427.590.530.698
23290934,2013-01-02T00:00:00,Oxidative Stress,G03.495.710
23290934,2013-01-02T00:00:00,Oxidative Stress,G07.700.830.750
23290934,2013-01-02T00:00:00,Recombinant Proteins,D12.776.828
23290934,2013-01-02T00:00:00,Substantia Nigra,A08.186.211.132.659.822.731
23290934,2013-01-02T00:00:00,Substantia Nigra,A08.186.211.653.822.731
23290934,2013-01-02T00:00:00,Superoxide Dismutase,D08.811.682.881
23290934,2013-01-02T00:00:00,Tyrosine 3-Monooxygenase,D08.811.682.690.708.923
23290934,2013-01-02T00:00:00,Tyrosine 3-Monooxygenase,D12.776.556.579.374.925
23288666,2013-01-03T00:00:00,Adult,M01.060.116
23288666,2013-01-03T00:00:00,Algorithms,G17.035
23288666,2013-01-03T00:00:00,Algorithms,L01.224.050
23288666,2013-01-03T00:00:00,Antidepressive Agents,D27.505.954.427.700.122
23288666,2013-01-03T00:00:00,"Depressive Disorder, Major",F03.600.300.375
23288666,2013-01-03T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23288666,2013-01-03T00:00:00,Middle Aged,M01.060.116.630
23288666,2013-01-03T00:00:00,Psychiatric Status Rating Scales,F04.586
23288666,2013-01-03T00:00:00,Randomized Controlled Trials as Topic,E05.318.760.535.365.500
23288666,2013-01-03T00:00:00,Randomized Controlled Trials as Topic,E05.337.250.365.500
23288666,2013-01-03T00:00:00,Randomized Controlled Trials as Topic,N05.715.360.775.235.387.500
23288666,2013-01-03T00:00:00,Randomized Controlled Trials as Topic,N06.850.520.450.535.365.500
23288666,2013-01-03T00:00:00,Remission Induction,E02.860
23288666,2013-01-03T00:00:00,Sensitivity and Specificity,E05.318.740.872
23288666,2013-01-03T00:00:00,Sensitivity and Specificity,E05.318.780.800
23288666,2013-01-03T00:00:00,Sensitivity and Specificity,G17.800
23288666,2013-01-03T00:00:00,Sensitivity and Specificity,N05.715.360.750.725
23288666,2013-01-03T00:00:00,Sensitivity and Specificity,N05.715.360.780.700
23288666,2013-01-03T00:00:00,Sensitivity and Specificity,N06.850.520.445.800
23288666,2013-01-03T00:00:00,Sensitivity and Specificity,N06.850.520.830.872
23288666,2013-01-03T00:00:00,Treatment Outcome,E01.789.800
23288666,2013-01-03T00:00:00,Treatment Outcome,N04.761.559.590.800
23288666,2013-01-03T00:00:00,Treatment Outcome,N05.715.360.575.575.800
23291424,2013-01-03T00:00:00,"Embolization, Therapeutic",E02.520.360
23291424,2013-01-03T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23291424,2013-01-03T00:00:00,Intracranial Aneurysm,C10.228.140.300.510.600
23291424,2013-01-03T00:00:00,Intracranial Aneurysm,C14.907.055.635
23291424,2013-01-03T00:00:00,Intracranial Aneurysm,C14.907.253.560.300
23291424,2013-01-03T00:00:00,Treatment Outcome,E01.789.800
23291424,2013-01-03T00:00:00,Treatment Outcome,N04.761.559.590.800
23291424,2013-01-03T00:00:00,Treatment Outcome,N05.715.360.575.575.800
23301082,2013-01-03T00:00:00,Albumins,D12.776.034
23301082,2013-01-03T00:00:00,Animals,B01.050
23301082,2013-01-03T00:00:00,Cell Separation,E05.200.500.363
23301082,2013-01-03T00:00:00,Enzyme Inhibitors,D27.505.519.389
23301082,2013-01-03T00:00:00,Flow Cytometry,E05.196.712.516.600.240.350
23301082,2013-01-03T00:00:00,Flow Cytometry,E05.200.500.386.350
23301082,2013-01-03T00:00:00,Inflammation,C23.550.470
23301082,2013-01-03T00:00:00,Kidney Glomerulus,A05.810.453.324.359
23301082,2013-01-03T00:00:00,Kidney Glomerulus,A05.810.453.736.520
23301082,2013-01-03T00:00:00,Lupus Nephritis,C12.777.419.570.363.680
23301082,2013-01-03T00:00:00,Lupus Nephritis,C13.351.968.419.570.363.680
23301082,2013-01-03T00:00:00,Lupus Nephritis,C17.300.480.680
23301082,2013-01-03T00:00:00,Lupus Nephritis,C20.111.590.560
23301082,2013-01-03T00:00:00,Phosphotransferases (Alcohol Group Acceptor),D08.811.913.696.620
23301082,2013-01-03T00:00:00,Sphingolipids,D10.570.877
23301082,2013-01-03T00:00:00,Sphingolipids,D10.808
23301082,2013-01-03T00:00:00,Thromboxane B2,D10.251.355.255.100.825.810
23301082,2013-01-03T00:00:00,Thromboxane B2,D23.469.050.175.800.810
23287455,2013-01-04T00:00:00,Animals,B01.050
23287455,2013-01-04T00:00:00,Extracellular Matrix,A11.284.295.310
23287455,2013-01-04T00:00:00,Fibrosis,C23.550.355
23287455,2013-01-04T00:00:00,Heart Failure,C14.280.434
23287455,2013-01-04T00:00:00,Hemodynamics,G09.330.190.400
23287455,2013-01-04T00:00:00,Hemodynamics,G09.330.380
23287455,2013-01-04T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23287455,2013-01-04T00:00:00,Matrix Metalloproteinases,D08.811.277.656.300.480.525
23287455,2013-01-04T00:00:00,Matrix Metalloproteinases,D08.811.277.656.675.374.525
23287455,2013-01-04T00:00:00,Myocardium,A02.633.580
23287455,2013-01-04T00:00:00,Myocardium,A07.541.704
23287455,2013-01-04T00:00:00,Myocardium,A10.690.552.750
23287455,2013-01-04T00:00:00,Signal Transduction,G02.111.087.800
23287455,2013-01-04T00:00:00,Signal Transduction,G02.149.115.800
23287455,2013-01-04T00:00:00,Signal Transduction,G04.299.880
23287455,2013-01-04T00:00:00,Substrate Specificity,G02.111.835
23287455,2013-01-04T00:00:00,Ventricular Remodeling,C23.300.985
23287455,2013-01-04T00:00:00,Ventricular Remodeling,G09.330.190.962.975
23292563,2013-01-05T00:00:00,Aged,M01.060.116.100
23292563,2013-01-05T00:00:00,Angiography,E01.370.350.700.060
23292563,2013-01-05T00:00:00,Angiography,E01.370.370.050
23292563,2013-01-05T00:00:00,Colonic Diseases,C06.405.469.158
23292563,2013-01-05T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23292563,2013-01-05T00:00:00,"Imaging, Three-Dimensional",E01.370.350.400
23292563,2013-01-05T00:00:00,"Imaging, Three-Dimensional",L01.224.308.410
23292563,2013-01-05T00:00:00,Laparoscopy,E01.370.388.250.520
23292563,2013-01-05T00:00:00,Laparoscopy,E04.800.250.520
23299104,2013-01-07T00:00:00,Aged,M01.060.116.100
23299104,2013-01-07T00:00:00,Brain Ischemia,C10.228.140.300.150
23299104,2013-01-07T00:00:00,Brain Ischemia,C14.907.253.092
23299104,2013-01-07T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23299104,2013-01-07T00:00:00,Middle Aged,M01.060.116.630
23299104,2013-01-07T00:00:00,Stroke,C10.228.140.300.775
23299104,2013-01-07T00:00:00,Stroke,C14.907.253.855
23299104,2013-01-07T00:00:00,Thrombolytic Therapy,E02.319.913
23299104,2013-01-07T00:00:00,Treatment Outcome,E01.789.800
23299104,2013-01-07T00:00:00,Treatment Outcome,N04.761.559.590.800
23299104,2013-01-07T00:00:00,Treatment Outcome,N05.715.360.575.575.800
23305825,2013-01-07T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23305825,2013-01-07T00:00:00,Liver Cirrhosis,C06.552.630
23305825,2013-01-07T00:00:00,Wound Healing,G16.100.856.891
23308122,2013-01-07T00:00:00,Animals,B01.050
23308122,2013-01-07T00:00:00,Mammaplasty,E02.218.565
23308122,2013-01-07T00:00:00,Mammaplasty,E04.680.500
23308122,2013-01-07T00:00:00,"Mice, Obese",B01.050.150.900.649.865.635.505.500.550.530
23308122,2013-01-07T00:00:00,Obesity,C18.654.726.500
23308122,2013-01-07T00:00:00,Obesity,C23.888.144.699.500
23308122,2013-01-07T00:00:00,Obesity,E01.370.600.115.100.160.120.699.500
23308122,2013-01-07T00:00:00,Obesity,G07.100.100.160.120.699.500
23308122,2013-01-07T00:00:00,Surgical Flaps,A10.850.710
23308122,2013-01-07T00:00:00,Surgical Flaps,E07.862.710
23140227,2013-01-08T00:00:00,Animals,B01.050
23140227,2013-01-08T00:00:00,Biocompatible Materials,D25.130
23140227,2013-01-08T00:00:00,Biocompatible Materials,D27.720.102.130
23140227,2013-01-08T00:00:00,Biocompatible Materials,J01.637.051.130
23140227,2013-01-08T00:00:00,Cell Differentiation,G04.299.151
23140227,2013-01-08T00:00:00,Cell Survival,G04.299.316
23140227,2013-01-08T00:00:00,DNA,D13.444.308
23140227,2013-01-08T00:00:00,Extracellular Matrix,A11.284.295.310
23140227,2013-01-08T00:00:00,Glycosaminoglycans,D09.698.373
23140227,2013-01-08T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23140227,2013-01-08T00:00:00,Hydrogel,D02.033.455.250.700.485
23140227,2013-01-08T00:00:00,Hydrogel,D05.750.741.485
23140227,2013-01-08T00:00:00,Hydrogel,D25.720.741.485
23140227,2013-01-08T00:00:00,Hydrogel,D26.255.165.320.375.375
23140227,2013-01-08T00:00:00,Hydrogel,J01.637.051.720.741.485
23140227,2013-01-08T00:00:00,Materials Testing,E05.570
23140227,2013-01-08T00:00:00,Matrix Metalloproteinases,D08.811.277.656.300.480.525
23140227,2013-01-08T00:00:00,Matrix Metalloproteinases,D08.811.277.656.675.374.525
23140227,2013-01-08T00:00:00,"RNA, Messenger",D13.444.735.544
23140227,2013-01-08T00:00:00,Rats,B01.050.150.900.649.865.635.505.700
23140227,2013-01-08T00:00:00,"Rats, Sprague-Dawley",B01.050.150.900.649.865.635.505.700.750
23140227,2013-01-08T00:00:00,Regeneration,G16.100.856
23140227,2013-01-08T00:00:00,Stem Cells,A11.872
23140227,2013-01-08T00:00:00,Tissue Inhibitor of Metalloproteinases,D12.776.926
23140227,2013-01-08T00:00:00,Tissue Scaffolds,E07.206.627
23140227,2013-01-08T00:00:00,Tissue Scaffolds,E07.695.825
23140227,2013-01-08T00:00:00,Water,D01.455.900
23140227,2013-01-08T00:00:00,Water,D01.650.550.925
23296454,2013-01-08T00:00:00,African Americans,M01.686.508.100.100
23296454,2013-01-08T00:00:00,African Americans,M01.686.754.100
23296454,2013-01-08T00:00:00,Age Factors,N05.715.350.075
23296454,2013-01-08T00:00:00,Age Factors,N06.850.490.250
23296454,2013-01-08T00:00:00,Colorectal Neoplasms,C04.588.274.476.411.307
23296454,2013-01-08T00:00:00,Colorectal Neoplasms,C06.301.371.411.307
23296454,2013-01-08T00:00:00,Colorectal Neoplasms,C06.405.249.411.307
23296454,2013-01-08T00:00:00,Colorectal Neoplasms,C06.405.469.158.356
23296454,2013-01-08T00:00:00,Colorectal Neoplasms,C06.405.469.491.307
23296454,2013-01-08T00:00:00,Colorectal Neoplasms,C06.405.469.860.180
23296454,2013-01-08T00:00:00,European Continental Ancestry Group,M01.686.508.400
23296454,2013-01-08T00:00:00,Health Status Disparities,I01.240.425.675
23296454,2013-01-08T00:00:00,Health Status Disparities,N01.224.425.437
23296454,2013-01-08T00:00:00,Health Status Disparities,N06.850.505.400.425.675
23296454,2013-01-08T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23296454,2013-01-08T00:00:00,Incidence,E05.318.308.985.525.375
23296454,2013-01-08T00:00:00,Incidence,L01.280.975.525.375
23296454,2013-01-08T00:00:00,Incidence,N01.224.935.597.500
23296454,2013-01-08T00:00:00,Incidence,N06.850.505.400.975.525.375
23296454,2013-01-08T00:00:00,Incidence,N06.850.520.308.985.525.375
23296454,2013-01-08T00:00:00,Middle Aged,M01.060.116.630
23296454,2013-01-08T00:00:00,South Carolina,Z01.107.567.875.075.662
23296454,2013-01-08T00:00:00,South Carolina,Z01.107.567.875.750.700
23298181,2013-01-08T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23298181,2013-01-08T00:00:00,Post-Dural Puncture Headache,C10.228.140.546.699.124
23298181,2013-01-08T00:00:00,Spinal Puncture,E01.370.376.700
23298181,2013-01-08T00:00:00,Spinal Puncture,E01.450.230.700
23298181,2013-01-08T00:00:00,Spinal Puncture,E01.450.865.632.700
23298181,2013-01-08T00:00:00,Young Adult,M01.060.116.815
23298188,2013-01-08T00:00:00,Age Factors,N05.715.350.075
23298188,2013-01-08T00:00:00,Age Factors,N06.850.490.250
23298188,2013-01-08T00:00:00,Alcohol Drinking,F01.145.317.269
23298188,2013-01-08T00:00:00,Animals,B01.050
23298188,2013-01-08T00:00:00,"Behavior, Animal",F01.145.113
23298188,2013-01-08T00:00:00,Central Nervous System Depressants,D27.505.696.277
23298188,2013-01-08T00:00:00,Central Nervous System Depressants,D27.505.954.427.210
23298188,2013-01-08T00:00:00,Ethanol,D02.033.375
23298713,2013-01-08T00:00:00,Adult,M01.060.116
23298713,2013-01-08T00:00:00,Aged,M01.060.116.100
23298713,2013-01-08T00:00:00,Attention,F02.830.104.214
23298713,2013-01-08T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23298713,2013-01-08T00:00:00,Middle Aged,M01.060.116.630
23298713,2013-01-08T00:00:00,Neuropsychological Tests,F04.711.513
23298713,2013-01-08T00:00:00,"Stress Disorders, Post-Traumatic",F03.080.931.500
23303389,2013-01-08T00:00:00,Adult,M01.060.116
23303389,2013-01-08T00:00:00,Antimalarials,D27.505.954.122.250.100.085
23303389,2013-01-08T00:00:00,Case-Control Studies,E05.318.760.500.500
23303389,2013-01-08T00:00:00,Case-Control Studies,N05.715.360.775.175.200
23303389,2013-01-08T00:00:00,Case-Control Studies,N06.850.520.450.500.500
23303389,2013-01-08T00:00:00,Cyclophosphamide,D02.455.526.728.650.730.243
23303389,2013-01-08T00:00:00,Cyclophosphamide,D02.705.670.243
23303389,2013-01-08T00:00:00,Glucocorticoids,D06.472.040.543
23303389,2013-01-08T00:00:00,Glucocorticoids,D27.505.696.399.472.488
23303389,2013-01-08T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23303389,2013-01-08T00:00:00,Immunosuppressive Agents,D27.505.696.477.656
23303389,2013-01-08T00:00:00,"Lupus Erythematosus, Systemic",C17.300.480
23303389,2013-01-08T00:00:00,"Lupus Erythematosus, Systemic",C20.111.590
23303389,2013-01-08T00:00:00,Middle Aged,M01.060.116.630
23303389,2013-01-08T00:00:00,Risk Factors,E05.318.740.600.800.725
23303389,2013-01-08T00:00:00,Risk Factors,N05.715.350.200.700
23303389,2013-01-08T00:00:00,Risk Factors,N05.715.360.750.625.700.700
23303389,2013-01-08T00:00:00,Risk Factors,N06.850.490.625.750
23303389,2013-01-08T00:00:00,Risk Factors,N06.850.520.830.600.800.725
23303389,2013-01-08T00:00:00,Young Adult,M01.060.116.815
23305649,2013-01-08T00:00:00,Adult,M01.060.116
23305649,2013-01-08T00:00:00,Aged,M01.060.116.100
23305649,2013-01-08T00:00:00,Attitude to Health,F01.100.150
23305649,2013-01-08T00:00:00,Attitude to Health,N05.300.150
23305649,2013-01-08T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23305649,2013-01-08T00:00:00,Internet,L01.224.230.110.500
23305649,2013-01-08T00:00:00,Kidney Transplantation,E02.870.500
23305649,2013-01-08T00:00:00,Kidney Transplantation,E04.936.450.485
23305649,2013-01-08T00:00:00,Kidney Transplantation,E04.950.774.400
23305649,2013-01-08T00:00:00,Middle Aged,M01.060.116.630
23305649,2013-01-08T00:00:00,Patient Compliance,F01.145.488.500
23305649,2013-01-08T00:00:00,Patient Compliance,N05.300.150.600.600
23305649,2013-01-08T00:00:00,Questionnaires,E05.318.308.750
23305649,2013-01-08T00:00:00,Questionnaires,L01.280.800
23305649,2013-01-08T00:00:00,Questionnaires,N05.715.360.300.695
23305649,2013-01-08T00:00:00,Questionnaires,N06.850.520.308.750
23305649,2013-01-08T00:00:00,Telemedicine,H02.403.840
23305649,2013-01-08T00:00:00,Telemedicine,L01.178.847.652
23305649,2013-01-08T00:00:00,Telemedicine,N04.590.374.800
23281651,2013-01-09T00:00:00,Animals,B01.050
23281651,2013-01-09T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23281651,2013-01-09T00:00:00,Luminescence,G01.201.875.770.578.665
23281651,2013-01-09T00:00:00,Luminescence,G01.590.540.665
23281651,2013-01-09T00:00:00,Nanocapsules,D26.255.260.575
23281651,2013-01-09T00:00:00,Nanocapsules,D27.720.280.260.575
23281651,2013-01-09T00:00:00,Nanocapsules,E02.319.300.380.575
23281651,2013-01-09T00:00:00,Nanocapsules,J01.637.512.600.575
23281651,2013-01-09T00:00:00,Optical Processes,G01.590.770
23281651,2013-01-09T00:00:00,Optical Processes,G01.595.640
23281651,2013-01-09T00:00:00,Photons,G01.201.875.770.578.782
23281651,2013-01-09T00:00:00,Photons,G01.249.705
23281651,2013-01-09T00:00:00,Photons,G01.590.540.782
23281651,2013-01-09T00:00:00,X-Rays,G01.201.875.750.918
23303956,2013-01-09T00:00:00,Animals,B01.050
23303956,2013-01-09T00:00:00,Biological Markers,D23.101
23303956,2013-01-09T00:00:00,"Data Interpretation, Statistical",E05.245.380
23303956,2013-01-09T00:00:00,"Data Interpretation, Statistical",E05.318.740.300
23303956,2013-01-09T00:00:00,"Data Interpretation, Statistical",L01.700.508.190.380
23303956,2013-01-09T00:00:00,"Data Interpretation, Statistical",N05.715.360.750.300
23303956,2013-01-09T00:00:00,"Data Interpretation, Statistical",N06.850.520.830.300
23303956,2013-01-09T00:00:00,Electric Stimulation,E05.723.402
23303956,2013-01-09T00:00:00,Limbic System,A08.186.211.464
23303956,2013-01-09T00:00:00,Neuronal Plasticity,G11.561.600.635
23303956,2013-01-09T00:00:00,Prefrontal Cortex,A08.186.211.730.885.287.500.270.700
23303956,2013-01-09T00:00:00,Rats,B01.050.150.900.649.865.635.505.700
23303956,2013-01-09T00:00:00,"Rats, Sprague-Dawley",B01.050.150.900.649.865.635.505.700.750
23303956,2013-01-09T00:00:00,Synapses,A08.850
23303956,2013-01-09T00:00:00,Synapses,A11.284.149.165.420.780
23303956,2013-01-09T00:00:00,Toluene,D02.455.426.559.389.832
23303956,2013-01-09T00:00:00,Tyrosine 3-Monooxygenase,D08.811.682.690.708.923
23303956,2013-01-09T00:00:00,Tyrosine 3-Monooxygenase,D12.776.556.579.374.925
23303956,2013-01-09T00:00:00,Ventral Tegmental Area,A08.186.211.132.659.822.820
23303956,2013-01-09T00:00:00,Ventral Tegmental Area,A08.186.211.653.822.820
23395283,2013-01-09T00:00:00,Algorithms,G17.035
23395283,2013-01-09T00:00:00,Algorithms,L01.224.050
23395283,2013-01-09T00:00:00,Computer Simulation,L01.224.160
23395283,2013-01-09T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23395283,2013-01-09T00:00:00,Image Enhancement,E01.370.350.600.350
23395283,2013-01-09T00:00:00,Image Enhancement,L01.224.308.380
23395283,2013-01-09T00:00:00,"Image Interpretation, Computer-Assisted",E01.158.600
23395283,2013-01-09T00:00:00,"Image Interpretation, Computer-Assisted",E01.370.350.350
23395283,2013-01-09T00:00:00,"Image Interpretation, Computer-Assisted",L01.700.508.100.158.600
23395283,2013-01-09T00:00:00,"Microscopy, Confocal",E01.370.350.515.395
23395283,2013-01-09T00:00:00,"Microscopy, Confocal",E05.595.395
23395283,2013-01-09T00:00:00,"Models, Biological",E05.599.395
23395283,2013-01-09T00:00:00,"Pattern Recognition, Automated",L01.725
23395283,2013-01-09T00:00:00,Sensitivity and Specificity,E05.318.740.872
23395283,2013-01-09T00:00:00,Sensitivity and Specificity,E05.318.780.800
23395283,2013-01-09T00:00:00,Sensitivity and Specificity,G17.800
23395283,2013-01-09T00:00:00,Sensitivity and Specificity,N05.715.360.750.725
23395283,2013-01-09T00:00:00,Sensitivity and Specificity,N05.715.360.780.700
23395283,2013-01-09T00:00:00,Sensitivity and Specificity,N06.850.520.445.800
23395283,2013-01-09T00:00:00,Sensitivity and Specificity,N06.850.520.830.872
23307036,2013-01-10T00:00:00,Health Resources,N03.349.340
23307036,2013-01-10T00:00:00,Health Resources,N05.300.420
23307036,2013-01-10T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23307036,2013-01-10T00:00:00,Middle Aged,M01.060.116.630
23307036,2013-01-10T00:00:00,Motivation,F01.658
23307036,2013-01-10T00:00:00,Motivation,F01.752.543.500.750
23307036,2013-01-10T00:00:00,Neoplasms,C04
23307036,2013-01-10T00:00:00,Quality of Life,I01.800
23307036,2013-01-10T00:00:00,Quality of Life,K01.752.400.750
23307036,2013-01-10T00:00:00,Smoking,F01.145.466.753
23307036,2013-01-10T00:00:00,Smoking Cessation,F01.145.940.700
23314242,2013-01-10T00:00:00,Dietary Supplements,J02.500.456
23314242,2013-01-10T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23314242,2013-01-10T00:00:00,"Infant, Newborn",M01.060.703.520
23314242,2013-01-10T00:00:00,Pregnancy,G08.686.785.760.769
23314242,2013-01-10T00:00:00,Pregnancy Complications,C13.703
23314242,2013-01-10T00:00:00,Randomized Controlled Trials as Topic,E05.318.760.535.365.500
23314242,2013-01-10T00:00:00,Randomized Controlled Trials as Topic,E05.337.250.365.500
23314242,2013-01-10T00:00:00,Randomized Controlled Trials as Topic,N05.715.360.775.235.387.500
23314242,2013-01-10T00:00:00,Randomized Controlled Trials as Topic,N06.850.520.450.535.365.500
23314242,2013-01-10T00:00:00,Vitamin D,D04.808.812.768
23314242,2013-01-10T00:00:00,Vitamin D Deficiency,C18.654.521.500.133.770
23325143,2013-01-10T00:00:00,Adolescent,M01.060.057
23325143,2013-01-10T00:00:00,African Americans,M01.686.508.100.100
23325143,2013-01-10T00:00:00,African Americans,M01.686.754.100
23325143,2013-01-10T00:00:00,Blood Pressure,E01.370.600.875.249
23325143,2013-01-10T00:00:00,Blood Pressure,G09.330.380.076
23325143,2013-01-10T00:00:00,DNA Methylation,G02.111.087.029.538.161
23325143,2013-01-10T00:00:00,DNA Methylation,G02.111.087.218
23325143,2013-01-10T00:00:00,DNA Methylation,G02.149.115.029.538.161
23325143,2013-01-10T00:00:00,DNA Methylation,G02.149.115.218
23325143,2013-01-10T00:00:00,DNA Methylation,G03.495.130.538.161
23325143,2013-01-10T00:00:00,DNA Methylation,G05.355.190
23325143,2013-01-10T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
23325143,2013-01-10T00:00:00,Hypertension,C14.907.489
23325143,2013-01-10T00:00:00,Inflammation,C23.550.470
23325143,2013-01-10T00:00:00,Leukocytes,A11.118.637
23325143,2013-01-10T00:00:00,Leukocytes,A15.145.229.637
23325143,2013-01-10T00:00:00,Leukocytes,A15.382.490
23325143,2013-01-10T00:00:00,Young Adult,M01.060.116.815
23312977,2013-01-11T00:00:00,"Aortic Aneurysm, Thoracic",C14.907.055.239.125
23312977,2013-01-11T00:00:00,"Aortic Aneurysm, Thoracic",C14.907.109.139.125
23312977,2013-01-11T00:00:00,Biological Markers,D23.101
23312977,2013-01-11T00:00:00,Case-Control Studies,E05.318.760.500.500
23312977,2013-01-11T00:00:00,Case-Control Studies,N05.715.360.775.175.200
23312977,2013-01-11T00:00:00,Case-Control Studies,N06.850.520.450.500.500
