pmid,year,mesh,meshTreeNumber
19136971,2009-01-11T00:00:00,"Disease Models, Animal",C22.232
19136971,2009-01-11T00:00:00,"Disease Models, Animal",E05.598.500
19136971,2009-01-11T00:00:00,"Disease Models, Animal",E05.599.395.080
19136971,2009-01-11T00:00:00,Excitatory Amino Acid Antagonists,D27.505.519.625.190.300
19136971,2009-01-11T00:00:00,Excitatory Amino Acid Antagonists,D27.505.696.577.190.300
19136971,2009-01-11T00:00:00,Long-Term Synaptic Depression,G11.561.600.635.355
19136971,2009-01-11T00:00:00,Neuronal Plasticity,G11.561.600.635
19136971,2009-01-11T00:00:00,Nucleus Accumbens,A08.186.211.730.885.287.249.683
19136971,2009-01-11T00:00:00,Prefrontal Cortex,A08.186.211.730.885.287.500.270.700
19136971,2009-01-11T00:00:00,Pyridines,D03.383.725
19136971,2009-01-11T00:00:00,Rats,B01.050.150.900.649.865.635.505.700
19136971,2009-01-11T00:00:00,"Rats, Sprague-Dawley",B01.050.150.900.649.865.635.505.700.750
19136971,2009-01-11T00:00:00,"Receptors, Metabotropic Glutamate",D12.776.543.750.100.450
19136971,2009-01-11T00:00:00,"Receptors, Metabotropic Glutamate",D12.776.543.750.720.200.450.500
19136971,2009-01-11T00:00:00,Self Administration,E02.319.890
19136971,2009-01-11T00:00:00,Self Administration,E02.900.890
19136971,2009-01-11T00:00:00,Substance Withdrawal Syndrome,C21.739.835
19136971,2009-01-11T00:00:00,Substance Withdrawal Syndrome,F03.900.825
19137010,2009-01-12T00:00:00,Apoptosis,G04.299.139.160
19137010,2009-01-12T00:00:00,Ceramides,D02.065.313
19137010,2009-01-12T00:00:00,Ceramides,D09.400.410.420.525.200
19137010,2009-01-12T00:00:00,Ceramides,D10.390.470.675.200
19137010,2009-01-12T00:00:00,Ceramides,D10.570.877.360.612.200
19137010,2009-01-12T00:00:00,Colonic Neoplasms,C04.588.274.476.411.307.180
19137010,2009-01-12T00:00:00,Colonic Neoplasms,C06.301.371.411.307.180
19137010,2009-01-12T00:00:00,Colonic Neoplasms,C06.405.249.411.307.180
19137010,2009-01-12T00:00:00,Colonic Neoplasms,C06.405.469.158.356.180
19137010,2009-01-12T00:00:00,Colonic Neoplasms,C06.405.469.491.307.180
19137010,2009-01-12T00:00:00,Enzyme Inhibitors,D27.505.519.389
19137010,2009-01-12T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
19137010,2009-01-12T00:00:00,Oxidoreductases,D08.811.682
19137010,2009-01-12T00:00:00,Protein Transport,G03.495.166.700
19137010,2009-01-12T00:00:00,Sphingosine,D02.033.100.700
19137010,2009-01-12T00:00:00,Sphingosine,D02.033.455.843
19137010,2009-01-12T00:00:00,Sphingosine,D02.092.063.700
19137010,2009-01-12T00:00:00,TNF-Related Apoptosis-Inducing Ligand,D12.644.276.374.750.625
19137010,2009-01-12T00:00:00,TNF-Related Apoptosis-Inducing Ligand,D12.644.276.972.625
19137010,2009-01-12T00:00:00,TNF-Related Apoptosis-Inducing Ligand,D12.776.467.374.750.625
19137010,2009-01-12T00:00:00,TNF-Related Apoptosis-Inducing Ligand,D12.776.467.972.625
19137010,2009-01-12T00:00:00,TNF-Related Apoptosis-Inducing Ligand,D23.529.374.750.625
19137010,2009-01-12T00:00:00,TNF-Related Apoptosis-Inducing Ligand,D23.529.972.625
19139096,2009-01-12T00:00:00,Lipid Metabolism,G03.495.520
19139096,2009-01-12T00:00:00,Saccharomyces cerevisiae,B01.300.107.795.785.800
19139096,2009-01-12T00:00:00,Saccharomyces cerevisiae,B01.300.930.705.655
19139096,2009-01-12T00:00:00,Saccharomyces cerevisiae Proteins,D12.776.354.750
19139096,2009-01-12T00:00:00,Signal Transduction,G02.111.087.800
19139096,2009-01-12T00:00:00,Signal Transduction,G02.149.115.800
19139096,2009-01-12T00:00:00,Signal Transduction,G04.299.880
19139096,2009-01-12T00:00:00,Sphingolipids,D10.570.877
19139096,2009-01-12T00:00:00,Sphingolipids,D10.808
19139797,2009-01-12T00:00:00,Child,M01.060.406
19139797,2009-01-12T00:00:00,Child Behavior,F01.145.179
19139797,2009-01-12T00:00:00,Child Development,F01.525.200
19139797,2009-01-12T00:00:00,Child Development,G07.700.320.374.750
19139797,2009-01-12T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
19139797,2009-01-12T00:00:00,Randomized Controlled Trials as Topic,E05.318.760.535.365.500
19139797,2009-01-12T00:00:00,Randomized Controlled Trials as Topic,E05.337.250.365.500
19139797,2009-01-12T00:00:00,Randomized Controlled Trials as Topic,N05.715.360.775.235.387.500
19139797,2009-01-12T00:00:00,Randomized Controlled Trials as Topic,N06.850.520.450.535.365.500
19139797,2009-01-12T00:00:00,"Stress Disorders, Post-Traumatic",F03.080.931.500
19139797,2009-01-12T00:00:00,United States,Z01.107.567.875
19139797,2009-01-12T00:00:00,Wounds and Injuries,C21.866
19139797,2009-01-12T00:00:00,Young Adult,M01.060.116.815
19141526,2009-01-13T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
19141526,2009-01-13T00:00:00,Lung Neoplasms,C04.588.894.797.520
19141526,2009-01-13T00:00:00,Lung Neoplasms,C08.381.540
19141526,2009-01-13T00:00:00,Lung Neoplasms,C08.785.520
19141526,2009-01-13T00:00:00,"Pattern Recognition, Automated",L01.725
19141526,2009-01-13T00:00:00,"Phantoms, Imaging",E07.671
19141526,2009-01-13T00:00:00,"Radiographic Image Interpretation, Computer-Assisted",E01.158.600.680
19141526,2009-01-13T00:00:00,"Radiographic Image Interpretation, Computer-Assisted",E01.370.350.350.700
19141526,2009-01-13T00:00:00,"Radiographic Image Interpretation, Computer-Assisted",E01.370.350.700.705
19141526,2009-01-13T00:00:00,"Radiographic Image Interpretation, Computer-Assisted",L01.700.508.100.158.600.680
19141526,2009-01-13T00:00:00,"Tomography, X-Ray Computed",E01.370.350.350.810
19141526,2009-01-13T00:00:00,"Tomography, X-Ray Computed",E01.370.350.600.350.700.810
19141526,2009-01-13T00:00:00,"Tomography, X-Ray Computed",E01.370.350.700.700.810
19141526,2009-01-13T00:00:00,"Tomography, X-Ray Computed",E01.370.350.700.810.810
19141526,2009-01-13T00:00:00,"Tomography, X-Ray Computed",E01.370.350.825.810.810
19141786,2009-01-13T00:00:00,Animals,B01.050
19141786,2009-01-13T00:00:00,B-Lymphocytes,A11.063.438
19141786,2009-01-13T00:00:00,B-Lymphocytes,A11.118.637.555.567.562
19141786,2009-01-13T00:00:00,B-Lymphocytes,A15.145.229.637.555.567.562
19141786,2009-01-13T00:00:00,B-Lymphocytes,A15.382.032.438
19141786,2009-01-13T00:00:00,B-Lymphocytes,A15.382.490.555.567.562
19141786,2009-01-13T00:00:00,Biological Availability,G03.787.151
19141786,2009-01-13T00:00:00,Biological Availability,G07.690.725.129
19141786,2009-01-13T00:00:00,CD4-Positive T-Lymphocytes,A11.118.637.555.567.569.200
19141786,2009-01-13T00:00:00,CD4-Positive T-Lymphocytes,A15.145.229.637.555.567.569.200
19141786,2009-01-13T00:00:00,CD4-Positive T-Lymphocytes,A15.382.490.555.567.569.200
19141786,2009-01-13T00:00:00,CD8-Positive T-Lymphocytes,A11.118.637.555.567.569.220
19141786,2009-01-13T00:00:00,CD8-Positive T-Lymphocytes,A15.145.229.637.555.567.569.220
19141786,2009-01-13T00:00:00,CD8-Positive T-Lymphocytes,A15.382.490.555.567.569.220
19141786,2009-01-13T00:00:00,Cell Proliferation,G04.299.233.750
19141786,2009-01-13T00:00:00,Cell Proliferation,G07.700.320.249.410.750
19141786,2009-01-13T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
19141786,2009-01-13T00:00:00,Immune Tolerance,G12.425.746.425
19141786,2009-01-13T00:00:00,Immunosuppressive Agents,D27.505.696.477.656
19141786,2009-01-13T00:00:00,"Models, Animal",E05.598
19141786,2009-01-13T00:00:00,Spleen,A10.549.700
19141786,2009-01-13T00:00:00,Spleen,A15.382.520.604.700
19141786,2009-01-13T00:00:00,Thymus Gland,A10.549.750
19141786,2009-01-13T00:00:00,Thymus Gland,A15.382.520.604.750
19192459,2009-01-13T00:00:00,Adult,M01.060.116
19192459,2009-01-13T00:00:00,Aged,M01.060.116.100
19192459,2009-01-13T00:00:00,Antidepressive Agents,D27.505.954.427.700.122
19192459,2009-01-13T00:00:00,Combined Modality Therapy,E02.186
19192459,2009-01-13T00:00:00,"Depressive Disorder, Major",F03.600.300.375
19192459,2009-01-13T00:00:00,Drug Resistance,G07.690.320
19192459,2009-01-13T00:00:00,Electroconvulsive Therapy,F04.570.200.583
19192459,2009-01-13T00:00:00,Electroconvulsive Therapy,F04.669.224.300
19192459,2009-01-13T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
19192459,2009-01-13T00:00:00,Middle Aged,M01.060.116.630
19192459,2009-01-13T00:00:00,Nortriptyline,D02.455.426.559.847.181.384.535
19192459,2009-01-13T00:00:00,Nortriptyline,D04.615.181.384.535
19192459,2009-01-13T00:00:00,Personality Inventory,F04.711.647.513
19192459,2009-01-13T00:00:00,Psychometrics,F04.711.780
19192459,2009-01-13T00:00:00,Risk Factors,E05.318.740.600.800.725
19192459,2009-01-13T00:00:00,Risk Factors,N05.715.350.200.700
19192459,2009-01-13T00:00:00,Risk Factors,N05.715.360.750.625.700.700
19192459,2009-01-13T00:00:00,Risk Factors,N06.850.490.625.750
19192459,2009-01-13T00:00:00,Risk Factors,N06.850.520.830.600.800.725
19142584,2009-01-14T00:00:00,Adolescent,M01.060.057
19142584,2009-01-14T00:00:00,Adult,M01.060.116
19142584,2009-01-14T00:00:00,Aged,M01.060.116.100
19142584,2009-01-14T00:00:00,Brain Neoplasms,C04.588.614.250.195
19142584,2009-01-14T00:00:00,Brain Neoplasms,C10.228.140.211
19142584,2009-01-14T00:00:00,Brain Neoplasms,C10.551.240.250
19142584,2009-01-14T00:00:00,Combined Modality Therapy,E02.186
19142584,2009-01-14T00:00:00,Glioma,C04.557.465.625.600.380
19142584,2009-01-14T00:00:00,Glioma,C04.557.470.670.380
19142584,2009-01-14T00:00:00,Glioma,C04.557.580.625.600.380
19142584,2009-01-14T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
19142584,2009-01-14T00:00:00,Middle Aged,M01.060.116.630
19142584,2009-01-14T00:00:00,Radiation Dosage,E05.799.513
19142584,2009-01-14T00:00:00,Radiation Dosage,G01.201.875.740
19142584,2009-01-14T00:00:00,Radiation Dosage,N06.850.810.250
19142584,2009-01-14T00:00:00,Young Adult,M01.060.116.815
19144693,2009-01-14T00:00:00,Adenoviridae,B04.280.030
19144693,2009-01-14T00:00:00,Adenoviridae,B04.909.204.097
19144693,2009-01-14T00:00:00,Aging,G07.700.320.124
19144693,2009-01-14T00:00:00,Animals,B01.050
19144693,2009-01-14T00:00:00,Calpain,D08.811.277.656.262.500.120
19144693,2009-01-14T00:00:00,Calpain,D08.811.277.656.300.200.120
19144693,2009-01-14T00:00:00,Cell Survival,G04.299.316
19144693,2009-01-14T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
19144693,2009-01-14T00:00:00,Kidney,A05.810.453
19144693,2009-01-14T00:00:00,Liver,A03.620
19144693,2009-01-14T00:00:00,Rabbits,B01.050.150.900.649.521.700
19144693,2009-01-14T00:00:00,Rats,B01.050.150.900.649.865.635.505.700
19150341,2009-01-14T00:00:00,ADAM Proteins,D08.811.277.656.675.374.102
19150341,2009-01-14T00:00:00,ADAM Proteins,D09.400.430.500
19150341,2009-01-14T00:00:00,ADAM Proteins,D12.776.395.033
19150341,2009-01-14T00:00:00,Cell Proliferation,G04.299.233.750
19150341,2009-01-14T00:00:00,Cell Proliferation,G07.700.320.249.410.750
19150341,2009-01-14T00:00:00,Endothelial Cells,A11.436.275
19150341,2009-01-14T00:00:00,Gene Silencing,G05.355.315.203.374
19150341,2009-01-14T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
19150341,2009-01-14T00:00:00,Matrix Metalloproteinase 2,D08.811.277.656.300.480.205.352
19150341,2009-01-14T00:00:00,Matrix Metalloproteinase 2,D08.811.277.656.300.480.252.420
19150341,2009-01-14T00:00:00,Matrix Metalloproteinase 2,D08.811.277.656.300.480.525.700.150
19150341,2009-01-14T00:00:00,Matrix Metalloproteinase 2,D08.811.277.656.675.374.205.352
19150341,2009-01-14T00:00:00,Matrix Metalloproteinase 2,D08.811.277.656.675.374.252.420
19150341,2009-01-14T00:00:00,Matrix Metalloproteinase 2,D08.811.277.656.675.374.525.700.150
19150341,2009-01-14T00:00:00,"Neovascularization, Physiologic",G09.330.190.751
19150341,2009-01-14T00:00:00,Vascular Endothelial Growth Factor A,D12.644.276.100.800.200
19150341,2009-01-14T00:00:00,Vascular Endothelial Growth Factor A,D12.776.467.100.800.200
19150341,2009-01-14T00:00:00,Vascular Endothelial Growth Factor A,D23.529.100.800.200
20559964,2009-01-14T00:00:00,Coronary Angiography,E01.370.350.700.060.200
20559964,2009-01-14T00:00:00,Coronary Angiography,E01.370.370.050.200
20559964,2009-01-14T00:00:00,Coronary Angiography,E01.370.370.380.200
20559964,2009-01-14T00:00:00,Diagnostic Imaging,E01.370.350
20559964,2009-01-14T00:00:00,Disease Progression,C23.550.291.656
20559964,2009-01-14T00:00:00,Humans,B01.050.150.900.649.801.400.112.400.400
20559964,2009-01-14T00:00:00,Magnetic Resonance Imaging,E01.370.350.500
20559964,2009-01-14T00:00:00,Magnetic Resonance Imaging,E01.370.350.825.500
20559964,2009-01-14T00:00:00,Myocardial Infarction,C14.280.647.500
